30/07/2017 11:53:37,,,,,,,,,,,,,,,,,,,
Type,Welsh Type,Latin,English,Welsh,Plural,Gender,unknown,unknown,Category,SubCategory,Welsh Details,English Details,Wiki Link,Picture Credit,Picture Link,Visitor,Rare,Location,unused
bird,adar,Calyptophilus frugivorus,chat-tanager,tanagr swil,tanagrod swil,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Rhodinocichla rosea,rose-breasted thrush tanager,tanagr bronwridog,tanagrod bronwridog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Mitrospingus cassinii,dusky-faced tanager,tanagr wyneblwyd,tanagrod wyneblwyd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Mitrospingus oleagineus,olive-backed tanager,tanagr cefnwyrdd,tanagrod cefnwyrdd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorothraupis carmioli,Carmiol’s tanager,tanagr Carmiol,tanagrod Carmiol,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorothraupis olivacea,lemon-browed tanager,tanagr sbectol felen,tanagrod sbectol felen,g,hefyd yn lemon spectacled tanager,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorothraupis stolzmanni,ochre-breasted tanager,tanagr bronfelyngoch,tanagrod bronfelyngoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Orthogonys chloricterus,olive-green tanager,tanagr melynwyrdd,tanagrod melynwyrdd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Eucometis penicillata,grey-headed tanager,tanagr penllwyd,tanagrod penllwyd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Lanio fulvus,fulvous shrike-tanager,cigydd-danagr melyngoch,cigydd-danagrod melyngoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Lanio versicolor,white-winged shrike-tanager,cigydd-danagr adeinwyn,cigydd-danagrod adeinwyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Lanio aurantius,black-throated shrike-tanager,cigydd-danagr penddu,cigydd-danagrod penddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Lanio leucothorax,white-throated shrike-tanager,cigydd-danagr gyddfwyn,cigydd-danagrod gyddfwyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Creurgops verticalis,rufous-crested tanager,tanagr cribgochlyd,tanagrod cribgochlyd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Creurgops dentata,slaty tanager,tanagr llwydlas,tanagrod llwydlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Heterospingus xanthopygius,scarlet-browed tanager,tanagr aelgoch,tanagrod aelgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tachyphonus cristatus,flame-crested tanager,tanagr cribgoch,tanagrod cribgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tachyphonus rufiventer,yellow-crested tanager,tanagr cribfelyn,tanagrod cribfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tachyphonus surinamus,fulvous-crested tanager,tanagr criboren,tanagrod criboren,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tachyphonus luctuosus,white-shouldered tanager,tanagr ysgwyddwyn,tanagrod ysgwyddwyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tachyphonus delatrii,tawny-crested tanager,tanagr cribfelyngoch,tanagrod cribfelyngoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tachyphonus coronatus,ruby-crowned tanager,tanagr corungoch,tanagrod corungoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tachyphonus rufus,white-lined tanager,tanagr gwyn dan adain,tanagrod gwyn dan adain,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tachyphonus phoenicius,red-shouldered tanager,tanagr ysgwyddgoch,tanagrod ysgwyddgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Trichothraupis melanops,black-goggled tanager,tanagr sbectol ddu,tanagrod sbectol ddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Habia rubica,red-crowned ant-tanager,tanagr morgrug corungoch,tanagrod morgrug corungoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Habia fuscicauda,red-throated ant-tanager,tanagr morgrug gyddfgoch,tanagrod morgrug gyddfgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Habia atrimaxillaris,black-cheeked ant-tanager,tanagr morgrug bochddu,tanagrod morgrug bochddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Habia gutturalis,sooty ant-tanager,tanagr morgrug tywyll,tanagrod morgrug tywyll,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Habia cristata,crested ant-tanager,tanagr morgrug cribog,tanagrod morgrug cribog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Piranga bidentata,flame-coloured tanager,tanagr fflamgoch,tanagrod fflamgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Piranga flava,hepatic tanager,tanagr coch bochlwyd,tanagrod coch bochlwyd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Piranga rubra,summer tanager,tanagr haf,tanagrod haf,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Piranga roseogularis,rose-throated tanager,tanagr gyddfwridog,tanagrod gyddfwridog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Piranga olivacea,scarlet tanager,tanagr coch,tanagrod cochion,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Piranga ludoviciana,western tanager,tanagr y Gorllewin,tanagrod y Gorllewin,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Piranga leucoptera,white-winged tanager,tanagr y Dwyrain,tanagrod y Dwyrain,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Piranga erythrocephala,red-headed tanager,tanagr pengoch y Gogledd,tanagrod pengoch y Gogledd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Piranga rubriceps,red-hooded tanager,tanagr cycyllgoch,tanagrod cycyllgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Calochaetes coccineus,vermilion tanager,tanagr coch gyddfddu,tanagrod coch gyddfddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Ramphocelus sanguinolentus,crimson-collared tanager,tanagr torchgoch,tanagrod torchgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Ramphocelus nigrogularis,masked crimson tanager,tanagr coch mygydog,tanagrod coch mygydog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Ramphocelus dimidiatus,crimson-backed tanager,tanagr torgoch,tanagrod torgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Ramphocelus melanogaster,black-bellied tanager,tanagr torddu,tanagrod torddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Ramphocelus carbo,silver-beaked tanager,tanagr pigwyn,tanagrod pigwyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Ramphocelus bresillus,Brazilian tanager,tanagr Brasil,tanagrod Brasil,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Ramphocelus passerinii,scarlet-rumped tanager,tanagr tingoch,tanagrod tingoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Ramphocelus flammigerus,flame-rumped tanager,tanagr tinfflamgoch,tanagrod tinfflamgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Spindalis zena,stripe-headed tanager,tanagr penrhesog,tanagrod penrhesog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Thraupis episcopus,blue-grey tanager,tanagr cefnlas y Gorllewin,tanagrod cefnlas y Gorllewin,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Thraupis sayaca,sayaca tanager,tanagr saiaca,tanagrod saiaca,g,enw Tupi am binc,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Thraupis glaucocoipa,glaucous tanager,tanagr cefnllwyd,tanagrod cefnllwyd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Thraupis cyanoptera,azure-shouldered tanager,tanagr ysgwyddlas,tanagrod ysgwyddlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Thraupis ornata,golden-chevroned tanager,tanagr eurgyplog,tanagrod eurgyplog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Thraupis abbas,yellow-winged tanager,tanagr adeinfelyn,tanagrod adeinfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Thraupis palmarum,palm tanager,tanagr palmwydd cyffredin,tanagrod palmwydd cyffredin,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Thraupis cyanocephala,blue-capped tanager,tanagr penlas,tanagrod penlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Thraupis bonariensis,blue and yellow tanager,tanagr glas a melyn,tanagrod glas a melyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Cyanicterus cyanicterus,blue-backed tanager,tanagr cefnlas y Dwyrain,tanagrod cefnlas y Dwyrain,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Bangsia arcaei,blue and gold tanager,tanagr glas ac aur,tanagrod glas ac aur,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Bangsia melanochlamys,black and gold tanager,tanagr du ac aur,tanagrod du ac aur,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Bangsia rothschildi,golden-chested tanager,tanagr eurfron,tanagrod eurfron,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Bangsia edwardsi,moss-backed tanager,tanagr bochlas,tanagrod bochlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Bangsia aureocincta,gold-ringed tanager,tanagr eurgylchog,tanagrod eurgylchog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Buthraupis montana,hooded mountain tanager,tanagr mynydd cycyllog,tanagrod mynydd cycyllog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Buthraupis eximia,black-chested mountain tanager,tanagr mynydd bronddu,tanagrod mynydd bronddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Buthraupis aureodorsalis,golden-backed mountain tanager,tanagr mynydd eurgefn,tanagrod mynydd eurgefn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Buthraupis wetmorei,masked mountain tanager,tanagr mynydd mygydog,tanagrod mynydd mygydog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Anisognathus melanogenys,black-cheeked mountain tanager,tanagr mynydd bochddu,tanagrod mynydd bochddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Anisognathus lacrymosus,lacrimose mountain tanager,tanagr mynydd dagreuol,tanagrod mynydd dagreuol,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Anisognathus igniventris,scarlet-bellied mountain tanager,tanagr mynydd torgoch,tanagrod mynydd torgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Anisognathus flavinuchus,blue-winged mountain tanager,tanagr mynydd adeinlas,tanagrod mynydd adeinlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Anisognathus notabilis,black-chinned mountain tanager,tanagr mynydd genddu,tanagrod mynydd genddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Stephanophorus diadematus,diademed tanager,tanagr diademog,tanagrod diademog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Iridosornis porphyrocephala,purplish-mantled tanager,tanagr mantell las,tanagrod mantell las,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Iridosornis analis,yellow-throated tanager,tanagr gyddf-felyn,tanagrod gyddf-felyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Iridosornis jelskii,golden-collared tanager,tanagr eurdorchog,tanagrod eurdorchog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Iridosornis rufivertex,golden-crowned tanager,tanagr eurgoronog,tanagrod eurgoronog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Iridosornis reinhardti,yellow-scarfed tanager,tanagr sgarff felen,tanagrod sgarff felen,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Dubusia taeniata,buff-breasted mountain tanager,tanagr mynydd ael-las,tanagrod mynydd ael-las,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Delothraupis castaneoventris,chestnut-bellied mountain tanager,tanagr mynydd torwinau,tanagrod mynydd torwinau,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Pipraeida melanonota,fawn-breasted tanager,tanagr bronfelynllwyd,tanagrod bronfelynllwyd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia jamaica,Jamaican euphonia,tanagr pêr Jamaica,tanagrod pêr Jamaica,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia plumbea,plumbeous euphonia,tanagr pêr llwyd,tanagrod pêr llwydion,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia affinis,scrub euphonia,tanagr pêr y prysgoed,tanagrod pêr y prysgoed,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia luteicapilla,yellow-crowned euphonia,tanagr pêr eurgoronog,tanagrod pêr eurgoronog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia chlorotica,purple-throated euphonia,tanagr pêr gyddfbiws,tanagrod pêr gyddfbiws,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia trinitatis,Trinidad euphonia,tanagr pêr Trinidad,tanagrod pêr Trinidad,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia concinna,velvet-fronted euphonia,tanagr pêr talcenddu,tanagrod pêr talcenddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia saturata,orange-crowned euphonia,tanagr pêr corunoren,tanagrod pêr corunoren,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia finschi,Finsch’s euphonia,tanagr pêr Finsch,tanagrod pêr Finsch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia violacea,violaceous euphonia,tanagr pêr dulas,tanagrod pêr dulas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia laniirostris,thick-billed euphonia,tanagr pêr pigbraff,tanagrod pêr pigbraff,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia hirundinacea,yellow-throated euphonia,tanagr pêr gyddf-felyn,tanagrod pêr gyddf-felyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia chalybea,green-throated euphonia,tanagr pêr talcenfelyn,tanagrod pêr talcenfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia elegantissima,blue-hooded euphonia,tanagr pêr penlas,tanagrod pêr penlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia aureata,golden-rumped euphonia,tanagr pêr eurdin,tanagrod pêr eurdin,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia musica,Antillean euphonia,tanagr pêr yr Antilles,tanagrod pêr yr Antilles,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia fulvicrissa,fulvous-vented euphonia,tanagr pêr tinfelyn,tanagrod pêr tinfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia imitans,spot-crowned euphonia,tanagr pêr corunfelyn,tanagrod pêr corunfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia gouldi,olive-backed euphonia,tanagr pêr cefnwyrdd,tanagrod pêr cefnwyrdd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia chrysopasta,golden-bellied euphonia,tanagr pêr eurdor,tanagrod pêr eurdor,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia mesochrysa,bronze-green euphonia,tanagr pêr gwyrdd,tanagrod pêr gwyrddion,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia minuta,white-vented euphonia,tanagr pêr tinwyn,tanagrod pêr tinwyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia anneae,tawny-capped euphonia,tanagr pêr corunwinau,tanagrod pêr corunwinau,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia xanthogaster,orange-bellied euphonia,tanagr pêr torfelyn,tanagrod pêr torfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia rufiventris,rufous-bellied euphonia,tanagr pêr torgoch,tanagrod pêr torgoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia pectoralis,chestnut-bellied euphonia,tanagr pêr torwinau'r De,tanagrod pêr torwinau'r De,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Euphonia cayennensis,golden-sided euphonia,tanagr pêr ystlysfelyn,tanagrod pêr ystlysfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorophonia flavirostris,yellow-collared chlorophonia,tanagr pêr colerfelyn,tanagrod pêr colerfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorophonia cyanea,blue-naped chlorophonia,tanagr pêr gwarlas,tanagrod pêr gwarlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorophonia pyrrhophrys,chestnut-breasted chlorophonia,tanagr pêr torwinau'r Gogledd,tanagrod pêr torwinau'r Gogledd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorophonia occipitalis,blue-crowned chlorophonia,tanagr pêr corunlas,tanagrod pêr corunlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorophonia callophrys,golden-browed chlorophonia,tanagr pêr aelfelyn,tanagrod pêr aelfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorochrysa phoenicotis,glistening-green tanager,tanagr gwyrddloyw,tanagrod gwyrddloyw,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorochrysa calliparaea,orange-eared tanager,tanagr orenglust,tanagrod orenglust,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Chlorochrysa nitidissima,multicoloured tanager,tanagr amryliw,tanagrod amryliw,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara phillipsi,Sira tanager,tanagr Sira,tanagrod Sira,g,mynyddoedd Sira yn Periw,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara inornata,plain-coloured tanager,tanagr plaen,tanagrod plaen,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara cabanisi,azure-rumped tanager,tanagr Cabanis,tanagrod Cabanis,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara palmeri,grey and gold tanager,tanagr llwyd ac aur,tanagrod llwyd ac aur,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara mexicana,turquoise tanager,tanagr trilliw,tanagrod trilliw,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara chiliensis,paradise tanager,tanagr paradwys,tanagrod paradwys,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara fastuosa,seven-coloured tanager,tanagr seithliw,tanagrod seithliw,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara seledon,green-headed tanager,tanagr penwyrdd,tanagrod penwyrdd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara cyanocephala,red-necked tanager,tanagr gwargoch,tanagrod gwargoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara desmaresti,brassy-breasted tanager,tanagr bronbres,tanagrod bronbres,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara cyanoventris,gilt-edged tanager,tanagr bronlas,tanagrod bronlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara johannae,blue-whiskered tanager,tanagr mwstasiog,tanagrod mwstasiog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara schrankii,green and gold tanager,tanagr gwyrdd ac aur,tanagrod gwyrdd ac aur,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara florida,emerald tanager,tanagr emrallt,tanagrod emrallt,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara arthus,golden tanager,tanagr euraidd,tanagrod euraidd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara icterocephala,silver-throated tanager,tanagr gwddf arian,tanagrod gwddf arian,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara xanthocephala,saffron-crowned tanager,tanagr eurben,tanagrod eurben,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara chrysotis,golden-eared tanager,tanagr eurglust,tanagrod eurglust,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara parzudakii,flame-faced tanager,tanagr wynepfflam,tanagrod wynepfflam,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara xanthogastra,yellow-bellied tanager,tanagr torfelyn,tanagrod torfelyn,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara punctata,spotted tanager,tanagr mannog,tanagrod mannog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara guttata,speckled tanager,tanagr bronfrith,tanagrod bronfrith,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara varia,dotted tanager,tanagr dotiog,tanagrod dotiog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara rufigula,rufous-throated tanager,tanagr gyddfwinau,tanagrod gyddfwinau,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara gyrola,ay-headed tanager,tanagr torlas,tanagrod torlas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara lavinia,rufous-winged tanager,tanagr adeingoch,tanagrod adeingoch,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara cayana,burnished-buff tanager,tanagr llwydloyw,tanagrod llwydloyw,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara cucullata,Lesser Antillean tanager,tanagr Grenada,tanagrod Grenada,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara peruviana,black-backed tanager,tanagr cefnddu,tanagrod cefnddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara preciosa,chestnut-backed tanager,tanagr cefnwinau,tanagrod cefnwinau,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara vitriolina,scrub tanager,tanagr prysgdir,tanagrod prysgdir,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara meyerdeschauenseei,green-capped tanager,tanagr corunwyrdd,tanagrod corunwyrdd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara rufigenis,rufous-cheeked tanager,tanagr bochwinau,tanagrod bochwinau,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara ruficervix,golden-naped tanager,tanagr eurwar,tanagrod eurwar,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara labradorides,metallic-green tanager,tanagr glasloyw,tanagrod glasloyw,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara cyanotis,blue-browed tanager,tanagr ael-las,tanagrod ael-las,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara cyanicollis,blue-necked tanager,tanagr gyddflas,tanagrod gyddflas,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara larvata,golden-masked tanager,tanagr eurgwfl,tanagrod eurgwfl,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara nigrocinta,masked tanager,tanagr mygydog,tanagrod mygydog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara dowii,spangle-cheeked tanager,tanagr boch serennog,tanagrod boch serennog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara fucosa,green-naped tanager,tanagr gwarwyrdd,tanagrod gwarwyrdd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara nigroviridis,beryl-spangled tanager,tanagr serennog,tanagrod serennog,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara vassorii,blue and black tanager,tanagr glas a du,tanagrod glas a du,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara heinei,black-capped tanager,tanagr corunddu,tanagrod corunddu,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara viridicollis,silvery tanager,tanagr ariannaidd,tanagrod ariannaidd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
bird,adar,Tangara argyrofenges,green-throated tanager,tanagr gyddfwyrdd,tanagrod gyddfwyrdd,g,,,PASSERIFORMES,EMBERIZIDAE,,,,,,,,,
